ID,Num_Indiv_Modules
PGC_MIL_1251,3
PGC_MIL_1252,4
PGC_MIL_1253,5
PGC_MIL_1254,4
PGC_MIL_1255,3
PGC_MIL_1256,2
PGC_MIL_1257,3
PGC_MIL_1258,3
PGC_MIL_1259,3
PGC_MIL_1260,4
PGC_MIL_1261,4
PGC_MIL_1262,5
PGC_MIL_1263,4
PGC_MIL_1264,3
PGC_MIL_1265,6
PGC_MIL_1266,4
PGC_MIL_1267,4
PGC_MIL_1268,4
PGC_MIL_1269,4
PGC_MIL_1270,4
PGC_MIL_1271,4
PGC_MIL_1272,4
PGC_MIL_1273,2
PGC_MIL_1274,4
PGC_MIL_1275,4
PGC_MIL_1276,4
PGC_MIL_1277,3
PGC_MIL_1278,2
PGC_MIL_1279,3
PGC_MIL_969,2
PGC_MIL_970,4
PGC_MIL_971,4
PGC_MIL_972,4
PGC_MIL_973,3
PGC_MIL_974,3
PGC_MIL_975,3
PGC_MIL_976,3
PGC_MIL_977,4
PGC_MIL_978,3
PGC_MIL_979,4
PGC_MIL_980,5
PGC_MIL_981,2
PGC_MIL_982,5
PGC_MIL_983,5
PGC_MIL_984,5
PGC_MIL_985,2
PGC_MIL_986,2
PGC_MIL_987,3
PGC_MIL_989,4
PGC_MIL_990,4
PGC_MIL_991,3
PGC_MIL_992,3
PGC_MIL_993,4
PGC_MIL_994,3
PGC_MIL_995,3
PGC_MIL_996,4
PGC_MIL_997,4
PGC_MIL_998,4
PGC_MIL_999,4
PGC_MIN_588,3
PGC_MIN_636,3
PGC_MIN_661,3
PGC_MIN_663,6
PGC_MIN_664,3
PGC_MIN_666,3
PGC_MIN_667,2
PGC_MIN_668,3
PGC_MIN_669,5
PGC_MIN_670,4
PGC_MIN_671,3
PGC_MIN_672,4
PGC_MIN_674,3
PGC_MIN_675,4
PGC_MIN_676,4
PGC_MIN_677,4
PGC_MIN_678,3
PGC_MIN_679,4
PGC_MIN_680,3
PGC_MIN_681,2
PGC_MIN_682,3
PGC_MIN_683,2
PGC_MIN_684,3
PGC_MIN_685,3
PGC_MIN_686,3
PGC_MIN_687,3
PGC_MIN_688,2
PGC_MIN_689,4
PGC_MIN_690,3
PGC_MIN_691,4
PGC_MIN_692,3
PGC_MIN_693,3
PGC_MIN_694,3
PGC_MIN_695,4
PGC_MIN_696,3
PGC_MIN_697,4
PGC_MIN_698,3
PGC_MIN_699,5
PGC_MIN_700,3
PGC_MIN_701,4
PGC_MIN_702,3
PGC_MIN_703,4
PGC_MIN_704,4
PGC_MIN_705,3
PGC_MIN_706,4
PGC_MIN_707,3
PGC_MIN_708,2
PGC_MIN_709,3
PGC_MIN_710,3
PGC_MIN_711,4
PGC_MIN_712,3
PGC_MIN_713,3
PGC_MIN_714,4
PGC_MIN_715,3
PGC_MIN_716,3
PGC_MIN_717,3
PGC_MIN_718,4
PGC_MIN_719,2
PGC_MIN_720,4
PGC_MIN_721,2
PGC_MIN_722,4
PGC_MIN_723,5
PGC_MIN_724,2
PGC_MIN_725,4
PGC_MIN_726,4
PGC_MIN_727,3
PGC_MIN_728,3
PGC_MIN_729,3
PGC_MIN_730,4
PGC_MIN_731,3
PGC_MIN_732,5
PGC_MIN_733,4
PGC_MIN_734,4
PGC_MIN_735,4
PGC_MIN_737,4
PGC_MIN_738,2
PGC_MIN_739,4
PGC_MIN_740,3
PGC_MIN_741,3
PGC_MIN_742,3
PGC_MIN_743,3
PGC_MIN_744,2
PGC_MIN_745,4
PGC_MIN_746,4
PGC_MIN_747,3
PGC_MIN_748,5
PGC_MIN_749,4
PGC_MIN_750,5
PGC_MIN_751,2
PGC_MIN_752,4
PGC_MIN_753,3
PGC_MIN_754,3
PGC_MIN_755,3
PGC_MIN_756,3
PGC_MIN_757,3
PGC_MIN_758,4
PGC_MIN_760,3
PGC_MIN_762,5
PGC_MIN_763,4
PGC_MIN_781,3
PGC_MIN_782,3
PGC_MIN_783,4
PGC_MIN_784,3
PGC_MIN_785,3
PGC_MIN_786,4
PGC_MIN_790,3
PGC_MIN_791,4
PGC_MIN_792,2
PGC_NAN_SD1003,2
PGC_NAN_SD1004,4
PGC_NAN_SD1019,2
PGC_NAN_SD1021,4
PGC_NAN_SD1022,3
PGC_NAN_SD1026,3
PGC_NAN_SD1034,5
PGC_NAN_SD1038,3
PGC_NAN_SD1040,2
PGC_NAN_SD1041,4
PGC_NAN_SD1049,2
PGC_NAN_SD1053,2
PGC_NAN_SD1054,3
PGC_NAN_SD1055,3
PGC_NAN_SD1068,3
PGC_NAN_SD1069,3
PGC_NAN_SD1071,3
PGC_NAN_SD1072,3
PGC_NAN_SD1076,2
PGC_NAN_SD1077,4
PGC_NAN_SD1085,3
PGC_NAN_SD1091,3
PGC_NAN_SD1097,3
PGC_NAN_SD1099,4
PGC_NAN_SD1100,4
PGC_NAN_SD1105,4
PGC_NAN_SD1106,3
PGC_NAN_SD1107,2
PGC_NAN_SD1108,3
PGC_NAN_SD1113,5
PGC_NAN_SD1120,4
PGC_NAN_SD1122,3
PGC_NAN_SD1123,4
PGC_NAN_SD1128,2
PGC_NAN_SD1129,3
PGC_NAN_SD1130,3
PGC_NAN_SD1131,3
PGC_NAN_SD1143,2
PGC_NAN_SD1144,5
PGC_NAN_SD1151,2
PGC_NAN_SD1152,3
PGC_NAN_SD1155,5
PGC_NAN_SD1156,3
PGC_NAN_SD1160,4
PGC_NAN_SD1165,3
PGC_NAN_SD1170,2
PGC_NAN_SD1174,4
PGC_NAN_SD1177,2
PGC_NAN_SD1178,3
PGC_NAN_SD1179,3
PGC_NAN_SD1180,4
PGC_NAN_SD1181,3
PGC_NAN_SD1182,3
PGC_NAN_SD1186,4
PGC_NAN_SD1187,4
PGC_NAN_SD1213,3
PGC_NAN_SD1216,2
PGC_NAN_SD1218,3
PGC_NAN_SD1226,3
PGC_NAN_SD1227,4
PGC_NAN_SD1240,2
PGC_NAN_SD1244,4
PGC_NAN_SD1245,2
PGC_NAN_SD1248,2
PGC_NAN_SD1250,2
PGC_NAN_SD1256,3
PGC_NAN_SD1257,4
PGC_NAN_SD1260,3
PGC_NAN_SD1261,2
PGC_NAN_SD1262,2
PGC_NAN_SD1267,3
PGC_NAN_SD1274,3
PGC_NAN_SD1275,4
PGC_NAN_SD1281,3
PGC_NAN_SD1282,5
PGC_NAN_SD1283,3
PGC_NAN_SD1286,3
PGC_NAN_SD1295,3
PGC_NAN_SD1297,2
PGC_NAN_SD1298,4
PGC_NAN_SD1302,5
PGC_NAN_SD1303,4
PGC_NAN_SD1304,2
PGC_NAN_SD1305,2
PGC_NAN_SD1316,4
PGC_NAN_SD1325,3
PGC_NAN_SD1329,4
PGC_NAN_SD1330,4
PGC_NAN_SD1341,2
PGC_NAN_SD1342,3
PGC_NAN_SD1343,3
PGC_NAN_SD1344,4
PGC_NAN_SD1346,2
PGC_NAN_SD1347,3
PGC_NAN_SD1348,3
PGC_NAN_SD1349,5
PGC_NAN_SD1352,3
PGC_NAN_SD1353,2
PGC_NAN_SD1354,4
PGC_NAN_SD1355,3
PGC_NAN_SD1357,4
PGC_NAN_SD1358,2
PGC_NAN_SD1361,4
PGC_NAN_SD1365,3
PGC_NAN_SD1371,4
PGC_NAN_SD1373,3
PGC_NAN_SD1380,3
PGC_NAN_SD1382,4
PGC_NAN_SD1392,3
PGC_NAN_SD1393,2
PGC_NAN_SD1403,3
PGC_NAN_SD1407,4
PGC_NAN_SD1410,4
PGC_NAN_SD1420,3
PGC_NAN_SD1422,5
PGC_NAN_SD1423,2
PGC_NAN_SD1425,3
PGC_NAN_SD1427,3
PGC_NAN_SD1428,3
PGC_NAN_SD1433,4
PGC_NAN_SD1440,3
PGC_NAN_SD1449,3
PGC_NAN_SD1450,3
PGC_NAN_SD1456,2
PGC_NAN_SD1457,4
PGC_NAN_SD1458,3
PGC_NAN_SD1469,3
PGC_NAN_SD1471,5
PGC_NAN_SD1475,4
PGC_NAN_SD1476,4
PGC_NAN_SD1477,4
PGC_NAN_SD1478,4
PGC_NAN_SD1479,3
PGC_NAN_SD1482,3
PGC_NAN_SD1486,4
PGC_NAN_SD1487,2
PGC_NAN_SD1493,2
PGC_NAN_SD1496,4
PGC_STA_336,5
PGC_STA_337,3
PGC_STA_338,4
PGC_STA_339,3
PGC_STA_340,3
PGC_STA_342,5
PGC_STA_343,4
PGC_STA_344,3
PGC_STA_345,2
PGC_STA_346,3
PGC_STA_347,2
PGC_STA_348,3
PGC_STA_349,3
PGC_STA_351,2
PGC_STA_352,3
PGC_STA_353,3
PGC_STA_354,3
PGC_STA_355,4
PGC_STA_356,3
PGC_STA_357,3
PGC_STA_358,4
PGC_STA_359,3
PGC_STA_360,3
PGC_STA_361,4
PGC_STA_362,3
PGC_STA_363,3
PGC_STA_364,3
PGC_STA_365,3
PGC_STA_366,3
PGC_STA_367,4
PGC_STA_368,4
PGC_STA_369,3
PGC_STA_370,3
PGC_STA_371,3
PGC_STA_372,4
PGC_STA_373,2
PGC_STA_374,4
PGC_STA_376,3
PGC_STA_377,2
PGC_STA_378,2
PGC_STA_379,4
PGC_STA_380,3
PGC_STA_381,4
PGC_STA_382,4
PGC_STA_383,4
PGC_STA_385,3
PGC_STA_386,3
PGC_STA_387,3
PGC_STA_388,3
PGC_STA_390,4
PGC_STA_391,2
PGC_STA_392,3
PGC_STA_393,3
PGC_STA_394,4
PGC_STA_395,2
PGC_STA_396,3
PGC_STA_397,3
PGC_STA_398,4
PGC_STA_399,4
PGC_STA_400,6
PGC_STA_401,4
PGC_STA_402,3
PGC_STA_403,2
PGC_STA_404,4
PGC_STA_405,4
PGC_STA_406,3
PGC_STA_407,4
PGC_STA_409,4
PGC_STA_411,2
PGC_STA_412,3
PGC_STA_414,3
PGC_STA_415,4
PGC_STA_416,4
PGC_STA_418,2
PGC_STA_419,4
PGC_STA_420,3
PGC_STA_421,4
PGC_STA_423,3
PGC_STA_424,4
PGC_STA_425,4
PGC_STA_426,3
PGC_STA_427,4
PGC_STA_430,3
PGC_STA_432,2
PGC_STA_433,2
PGC_STA_434,3
PGC_STA_435,3
PGC_STA_436,2
PGC_STA_439,4
PGC_STA_440,4
PGC_STA_441,2
PGC_STA_442,4
PGC_STA_443,3
PGC_STA_445,3
PGC_STA_447,4
PGC_STA_449,3
PGC_STA_450,4
PGC_STA_452,4
PGC_STA_453,4
PGC_STA_454,5
PGC_STA_455,3
PGC_STA_456,3
PGC_STA_457,3
PGC_STA_458,3
PGC_STA_459,3
PGC_STA_461,5
PGC_STA_462,2
PGC_STA_463,4
PGC_STA_464,4
PGC_STA_465,4
PGC_STA_466,2
PGC_STA_467,4
PGC_STA_472,4
PGC_STA_473,3
PGC_STA_475,4
PGC_STA_477,4
PGC_STA_478,3
PGC_STA_479,4
PGC_STA_481,3
PGC_STA_483,4
PGC_STA_484,2
PGC_STA_485,2
PGC_STA_486,4
PGC_STA_487,3
PGC_STA_491,2
PGC_STA_493,3
PGC_STA_494,3
PGC_STA_495,4
PGC_STA_496,3
PGC_STA_497,3
PGC_STA_498,3
PGC_STA_499,4
