"","X1","X2","value","SigStar"
"1","11","X11",NA,NA
"2","22","X11",3.55402938536123,NA
"3","26","X11",-0.023340503262825,NA
"4","35","X11",-0.745467089019337,NA
"5","36","X11",-2.45845124676596,NA
"6","37","X11",-0.605667658532536,NA
"7","40","X11",-1.45327162675334,NA
"8","42","X11",-1.63571577479061,NA
"9","3","X11",0.177658572827422,NA
"10","14","X11",-0.8587257981167,NA
"11","15","X11",-2.89804080890235,NA
"12","18","X11",5.51797586064584,NA
"13","23","X11",-1.29671209743069,NA
"14","27","X11",0.357014342369588,NA
"15","34","X11",-1.34743863835876,NA
"16","38","X11",2.15551665930885,NA
"17","41","X11",-2.11628874585197,NA
"18","1","X11",-0.0152448939015195,NA
"19","12","X11",-1.21290448042181,NA
"20","28","X11",-2.16658942726083,NA
"21","29","X11",-3.91798827313107,NA
"22","30","X11",-2.72105015425954,NA
"23","31","X11",-2.2884365352219,NA
"24","32","X11",-1.84529912809718,NA
"25","39","X11",-1.14589146863281,NA
"26","2","X11",0.20624568563026,NA
"27","6","X11",-1.35289854366583,NA
"28","8","X11",-0.870111426427813,NA
"29","13","X11",-1.92340155570418,NA
"30","4","X11",0.494494359433352,NA
"31","5","X11",-0.700840246337566,NA
"32","17","X11",-0.540732471072242,NA
"33","7","X11",0.528187641643484,NA
"34","9","X11",0.98248500800575,NA
"35","10","X11",-1.03870290890915,NA
"36","16","X11",-0.0822135194749325,NA
"37","19","X11",-0.836312427943435,NA
"38","20","X11",-0.652994146297123,NA
"39","21","X11",0.500870411922265,NA
"40","24","X11",2.54779560767719,NA
"41","25","X11",1.1839214361301,NA
"42","33","X11",1.17629166054712,NA
"43","11","X22",3.55402938536123,NA
"44","22","X22",NA,NA
"45","26","X22",-8.20418721955258,"*"
"46","35","X22",-0.931132965764988,NA
"47","36","X22",-0.726346323313767,NA
"48","37","X22",-2.85978691736913,NA
"49","40","X22",-1.72428238230719,NA
"50","42","X22",0.766046837391063,NA
"51","3","X22",1.05376683763302,NA
"52","14","X22",0.54408980663442,NA
"53","15","X22",-0.045741191148857,NA
"54","18","X22",1.02626484245949,NA
"55","23","X22",1.41356059828403,NA
"56","27","X22",2.0728073537612,NA
"57","34","X22",0.456182112575753,NA
"58","38","X22",-0.0333813338911978,NA
"59","41","X22",1.06807349430828,NA
"60","1","X22",0.0390156683401549,NA
"61","12","X22",-4.18040499020828,NA
"62","28","X22",-1.54884634824543,NA
"63","29","X22",-1.34303607211596,NA
"64","30","X22",-3.3873248142064,NA
"65","31","X22",-0.285833086403398,NA
"66","32","X22",-4.27077970117582,NA
"67","39","X22",-1.65209683424934,NA
"68","2","X22",-0.703918689585348,NA
"69","6","X22",-1.05143531306505,NA
"70","8","X22",-1.04547705350915,NA
"71","13","X22",-1.18638823969839,NA
"72","4","X22",1.43011177565738,NA
"73","5","X22",-0.673837208649826,NA
"74","17","X22",-0.175510116988536,NA
"75","7","X22",-2.08676383356636,NA
"76","9","X22",-5.73853876264484,"*"
"77","10","X22",-0.0682250078331826,NA
"78","16","X22",-0.532402225759344,NA
"79","19","X22",-3.5456796168694,NA
"80","20","X22",0.615429043754124,NA
"81","21","X22",-1.14566485371198,NA
"82","24","X22",-1.72714895132015,NA
"83","25","X22",-2.93157079477203,NA
"84","33","X22",-2.55842618971332,NA
"85","11","X26",-0.023340503262825,NA
"86","22","X26",-8.20418721955258,"*"
"87","26","X26",NA,NA
"88","35","X26",0.014568338920552,NA
"89","36","X26",-1.38844819683645,NA
"90","37","X26",-1.96967243967247,NA
"91","40","X26",-1.4038263796648,NA
"92","42","X26",0.335628253454502,NA
"93","3","X26",-1.49942172902776,NA
"94","14","X26",-0.614937267291714,NA
"95","15","X26",-0.0398977831171472,NA
"96","18","X26",0.775141768364751,NA
"97","23","X26",-0.238649818762503,NA
"98","27","X26",-0.43252207770867,NA
"99","34","X26",-1.329561524819,NA
"100","38","X26",0.461931188967788,NA
"101","41","X26",-0.54625004337312,NA
"102","1","X26",0.818056497777638,NA
"103","12","X26",-3.9028596990044,NA
"104","28","X26",-1.87943076461926,NA
"105","29","X26",-1.36970310736814,NA
"106","30","X26",-1.99147985002303,NA
"107","31","X26",-1.94170289632017,NA
"108","32","X26",-1.63047837800702,NA
"109","39","X26",-1.07272990360566,NA
"110","2","X26",-0.64057667385849,NA
"111","6","X26",0.175967856414054,NA
"112","8","X26",-0.813190660971969,NA
"113","13","X26",-1.66690292117676,NA
"114","4","X26",1.17981979532877,NA
"115","5","X26",-0.239226090747341,NA
"116","17","X26",-2.68768886855768,NA
"117","7","X26",-0.900894272092354,NA
"118","9","X26",-1.2187227649119,NA
"119","10","X26",-1.33021118986977,NA
"120","16","X26",-0.60118387848542,NA
"121","19","X26",-2.15659400381738,NA
"122","20","X26",0.633411619965928,NA
"123","21","X26",-1.75112174256919,NA
"124","24","X26",-1.87043248120429,NA
"125","25","X26",-1.48976598325991,NA
"126","33","X26",-1.12336165619238,NA
"127","11","X35",-0.745467089019337,NA
"128","22","X35",-0.931132965764988,NA
"129","26","X35",0.014568338920552,NA
"130","35","X35",NA,NA
"131","36","X35",1.08561703034158,NA
"132","37","X35",0.628413471978056,NA
"133","40","X35",0.96594890510032,NA
"134","42","X35",0.481181805246558,NA
"135","3","X35",0.827613679305073,NA
"136","14","X35",0.287549796985883,NA
"137","15","X35",0.222646494773669,NA
"138","18","X35",0.668613968831381,NA
"139","23","X35",0.392276899251963,NA
"140","27","X35",0.0377113459251236,NA
"141","34","X35",1.90965602587211,NA
"142","38","X35",1.28472288721533,NA
"143","41","X35",1.39972944870368,NA
"144","1","X35",2.62972288442657,NA
"145","12","X35",-5.19903166548392,NA
"146","28","X35",-2.06605719225832,NA
"147","29","X35",-1.91331258518481,NA
"148","30","X35",-5.28669445561203,NA
"149","31","X35",-0.591274011518145,NA
"150","32","X35",-2.22833282854222,NA
"151","39","X35",0.243908317832384,NA
"152","2","X35",0.210263591268069,NA
"153","6","X35",2.50295606162986,NA
"154","8","X35",1.65457012792934,NA
"155","13","X35",0.368114181770652,NA
"156","4","X35",0.228037897336742,NA
"157","5","X35",-0.448497693781572,NA
"158","17","X35",-0.815646228225761,NA
"159","7","X35",-0.0469475277530878,NA
"160","9","X35",0.245221107689287,NA
"161","10","X35",0.902800486067607,NA
"162","16","X35",0.864440325055776,NA
"163","19","X35",-0.368956808023863,NA
"164","20","X35",1.71113970710521,NA
"165","21","X35",-0.204250534682883,NA
"166","24","X35",0.477224438275394,NA
"167","25","X35",0.457309599875173,NA
"168","33","X35",0.70131891698811,NA
"169","11","X36",-2.45845124676596,NA
"170","22","X36",-0.726346323313767,NA
"171","26","X36",-1.38844819683645,NA
"172","35","X36",1.08561703034158,NA
"173","36","X36",NA,NA
"174","37","X36",-5.65115409070144,NA
"175","40","X36",0.680850124067478,NA
"176","42","X36",0.817699705977067,NA
"177","3","X36",0.822044295500682,NA
"178","14","X36",-0.146302995261672,NA
"179","15","X36",1.97324087938151,NA
"180","18","X36",0.0780080089986563,NA
"181","23","X36",-2.06963763753683,NA
"182","27","X36",1.4951813304415,NA
"183","34","X36",1.21351548184769,NA
"184","38","X36",0.6145991163455,NA
"185","41","X36",1.44690264178936,NA
"186","1","X36",-1.95991881908578,NA
"187","12","X36",-2.23154520777759,NA
"188","28","X36",-4.22930175908243,NA
"189","29","X36",-0.513192350270165,NA
"190","30","X36",-1.45996689962534,NA
"191","31","X36",-0.821775915724308,NA
"192","32","X36",-2.35342840566131,NA
"193","39","X36",-2.27242907024274,NA
"194","2","X36",-3.10554650788711,NA
"195","6","X36",-0.742166165314758,NA
"196","8","X36",-2.24551629340561,NA
"197","13","X36",-0.827813048517741,NA
"198","4","X36",-1.42655997555389,NA
"199","5","X36",-1.62364751126738,NA
"200","17","X36",-2.11260120706937,NA
"201","7","X36",-1.16320407869499,NA
"202","9","X36",-4.31546622579642,NA
"203","10","X36",-1.70410309416764,NA
"204","16","X36",-5.83804914488132,"*"
"205","19","X36",-7.49577175209947,"*"
"206","20","X36",-1.85999955124012,NA
"207","21","X36",-11.7153122049119,"*"
"208","24","X36",-2.86923485520871,NA
"209","25","X36",-3.31114168012474,NA
"210","33","X36",-8.38878431363942,"*"
"211","11","X37",-0.605667658532536,NA
"212","22","X37",-2.85978691736913,NA
"213","26","X37",-1.96967243967247,NA
"214","35","X37",0.628413471978056,NA
"215","36","X37",-5.65115409070144,NA
"216","37","X37",NA,NA
"217","40","X37",-1.99672241775751,NA
"218","42","X37",-0.961241082891742,NA
"219","3","X37",-2.31441598100366,NA
"220","14","X37",-6.47262243938629,"*"
"221","15","X37",-2.0746825169367,NA
"222","18","X37",0.604864196329078,NA
"223","23","X37",-3.74122531332719,NA
"224","27","X37",-0.57542663831237,NA
"225","34","X37",-2.8080064305311,NA
"226","38","X37",-2.76110211576016,NA
"227","41","X37",-4.07175565521217,NA
"228","1","X37",-5.90318703922218,"*"
"229","12","X37",-2.94653716451396,NA
"230","28","X37",-5.07325588816894,NA
"231","29","X37",-2.63227177514194,NA
"232","30","X37",-1.1062886504264,NA
"233","31","X37",-7.68828542910599,"*"
"234","32","X37",-3.25064312664285,NA
